record_type	source_path	source_location	source_url	source_date	acquired_on	verified_on	verification_status	evidence_basis	evidence_excerpt	notes	organisation_name	organisation_domain	segment	subtype	priority	campus	distance_km	radius_tier	geocode_precision	latitude	longitude	locality	address	website	public_email	public_phone	size_evidence	headcount	education_angle	founded	licence_class	osm_id	desk_tier	desk_score	transport_band	contact_name	role	role_certainty	contact_route	shared_email	published_role_email	named_email	organisation_phone	role_phone	profile_url	channel_attribution	enquiry_author	enquiry_type	enquiry_date	date_qualification	request	platform	contact_attribution	current_relevance	campus_fit	enquiry_phone	enquiry_email	relevance_reason	proposed_offer	cta_type	hook	hook_source_url	hook_verified_on	acquisition_track_id	value_module_ids	review_status	missing_information	lead_track	record_key	welfare_fit	care_model	pdpa_risk	pdpa_risk_reason	proposed_welfare_track	track_reason	priority_score	factors_known	children_served_published	children_served_as_of	age_range_published	gender_served	schooling_arrangement_published	runs_own_school	funding_model_published	registration_published	nis_reg_no	nis_reg_date	nis_profile_url	licence_status	operator_or_umbrella	religious_affiliation_published	services	known_funders_or_partners	foreign_charity_registrations	social_media	all_emails	all_phones	volunteer_programme	volunteer_fee_published	safeguarding_policy_url	staff_count_published	latest_activity_date	red_flags	catchment_note	master_organisation_id	nearest_primary_campus	distance_to_primary_km	all_sources_json	email_type	phone_type	author_type_stated	locality_text
contact		Moshi Kids Centre – Sponsor Children in Tanzania	https://moshikidscentre.org/	2026-09-01	2026-09-22	2026-09-22	verified	official	Tembo Rd, Pasua; claims 800+ children; blog posts dated September 2026.		Moshi Kids Centre	moshikidscentre.org										Pasua														General enquiries	Organisation desk	confirmed	email	moshikidscentre@gmail.com				+255755031273		Published on Moshi Kids Centre website.																				research_only		welfare_customer	WCON_moshi_kids_centre_general_enquiries			risky	Named individual on a personal email domain (moshikidscentre@gmail.com); rubric sets risky.																							"[""moshikidscentre@gmail.com""]"	"[""+255755031273""]"											"[{""url"": ""https://moshikidscentre.org/"", ""title"": ""Moshi Kids Centre – Sponsor Children in Tanzania"", ""source_date"": ""2026-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""location"", ""children_served"", ""contacts"", ""latest_activity""], ""evidence_excerpt"": ""Tembo Rd, Pasua; claims 800+ children; blog posts dated September 2026.""}, {""url"": ""https://moshikidscentre.org/about-us/"", ""title"": ""About Us – Moshi Kids Centre"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""registration"", ""services""], ""evidence_excerpt"": ""Registered NGO in Kilimanjaro; education centre, food, clothing and recreation.""}, {""url"": ""https://moshikidscentre.org/sponsor-a-child-in-tanzania-2/"", ""title"": ""Sponsor a Child in Tanzania – Moshi Kids Centre"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""sponsorship model"", ""contacts"", ""address""], ""evidence_excerpt"": ""Facilitates child sponsorship through partner organisations; Tembo Rd, Pasua, Moshi; moshikidscentre@gmail.com; +255 755 03 12 73.""}, {""url"": ""https://moshikidscentre.org/"", ""title"": ""Moshi Kids Centre (home)"", ""source_date"": ""2026-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""services"", ""children"", ""registration claim"", ""latest activity"", ""volunteer""], ""evidence_excerpt"": ""Learning centre, feeding and recreation in Pasua; over 800 children benefited; says four decades; blog posts September 2026.""}]"	shared	unknown		
contact		ZARA Tanzania Charity	https://www.zaratanzaniacharity.org/	2026-09-11	2026-09-22	2026-09-22	verified	official	NGO founded 2009 to extend tourism benefits; runs Moshi Kids Centre and student sponsorship; Ghala Road, Pasua.		ZARA Tanzania Charity	zaratanzaniacharity.org										Pasua														Zainab Ansell	Founder	confirmed	email		info@zaratanzaniacharity.org			+255655451003		Founder named on Zara Charity site; routes are the charity's general contacts.																				research_only		welfare_customer	WCON_zara_charity_zainab_ansell			medium	Named individual in a role; mobile published as organisational line.																							"[""info@zaratanzaniacharity.org""]"	"[""+255655451003""]"											"[{""url"": ""https://www.zaratanzaniacharity.org/"", ""title"": ""ZARA Tanzania Charity"", ""source_date"": ""2026-09-11"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founder"", ""founded"", ""address"", ""projects"", ""contacts"", ""latest_activity""], ""evidence_excerpt"": ""NGO founded 2009 to extend tourism benefits; runs Moshi Kids Centre and student sponsorship; Ghala Road, Pasua.""}]"	role	unknown		
contact		Kilimanjaro Orphanage Centre – No child should be alone	https://www.kilimanjaroorphanagecentre.org/	2025-03-01	2026-09-22	2026-09-22	needs_review	official	Founded by Teacher Lazaro Edward since 2002; Pasua street; helped 132+ children get education; March 2025 newsletter.	A personal yahoo address on a travel listing was not recorded.	Kilimanjaro Orphanage Centre	kilimanjaroorphanagecentre.org										Pasua														Lazaro Edward ('Teacher')	Founder	confirmed	email		info@kilimanjaroorphanagecentre.org			+255717394523		Founder named on the centre's website, which publishes these contacts.																				research_only		welfare_customer	WCON_kilimanjaro_orphanage_centre_lazaro_edward			medium	Named individual in a role; mobile published as the organisation's line.																							"[""info@kilimanjaroorphanagecentre.org""]"	"[""+255717394523""]"											"[{""url"": ""https://www.kilimanjaroorphanagecentre.org/"", ""title"": ""Kilimanjaro Orphanage Centre – No child should be alone"", ""source_date"": ""2025-03"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""location"", ""founded"", ""founder"", ""contacts"", ""latest_activity""], ""evidence_excerpt"": ""Founded by Teacher Lazaro Edward since 2002; Pasua street; helped 132+ children get education; March 2025 newsletter.""}]"	role	unknown		
contact		Home - Kilimanjaro Children's Foundation	https://kilimanjarokids.org/	2024-12-20	2026-09-22	2026-09-22	verified	official	Kilimanjaro School serves 200 children aged 3–8; 64 promoted to first grade.		Kilimanjaro Children's Foundation (Kilimanjaro School)	kilimanjarokids.org										Jorno (as published)														Bella Severua	Programme Administrator	confirmed	website							Named on the foundation's homepage and Place & People page; no direct route published.																				research_only		welfare_customer	WCON_kilimanjaro_children_foundation_bella_severua			medium	Named individual in a professional role, as published by the organisation.																																			"[{""url"": ""https://kilimanjarokids.org/"", ""title"": ""Home - Kilimanjaro Children's Foundation"", ""source_date"": ""2024-12-20"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""children_served"", ""age_range"", ""latest_activity""], ""evidence_excerpt"": ""Kilimanjaro School serves 200 children aged 3–8; 64 promoted to first grade.""}, {""url"": ""https://kilimanjarokids.org/place-people/"", ""title"": ""Place & People – Kilimanjaro Children's Foundation"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""staff_roles""], ""evidence_excerpt"": ""School in the small village of 'Jorno', Moshi; programme administrator and teachers listed.""}]"				
contact		Centre transforms over 400 children's lives - Daily News	https://dailynews.co.tz/centre-transforms-over-400-childrens-lives/	2026-09-01	2026-09-22	2026-09-22	verified	published	TAG Kilimanjaro Revival Temple centre in Moshi marks 20 years; 400+ children helped; Compassion university pathway.		TAG Kilimanjaro Revival Temple Child and Youth Development Centre											Moshi														Msafiri Mzinga	Centre manager; Senior Pastor, TAG Revival Fire Church	confirmed	website							Quoted in role by Daily News (Sept 2026); no contact route published.																				research_only		welfare_customer	WCON_tag_kilimanjaro_revival_temple_child_and_youth_developme			medium	Named individual in a professional role, as published in the press.																																			"[{""url"": ""https://dailynews.co.tz/centre-transforms-over-400-childrens-lives/"", ""title"": ""Centre transforms over 400 children's lives - Daily News"", ""source_date"": ""2026-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""children_served"", ""partner"", ""leaders"", ""latest_activity""], ""evidence_excerpt"": ""TAG Kilimanjaro Revival Temple centre in Moshi marks 20 years; 400+ children helped; Compassion university pathway.""}, {""url"": ""https://allafrica.com/stories/202609140381.html"", ""title"": ""Tanzania: Centre Transforms Over 400 Children's Lives - allAfrica.com"", ""source_date"": ""2026-09-14"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""latest_activity"", ""leaders""], ""evidence_excerpt"": ""Republished Daily News story; 20th anniversary; named church and Compassion roles.""}]"				
contact		Centre transforms over 400 children's lives - Daily News	https://dailynews.co.tz/centre-transforms-over-400-childrens-lives/	2026-09-01	2026-09-22	2026-09-22	verified	published	TAG Kilimanjaro Revival Temple centre in Moshi marks 20 years; 400+ children helped; Compassion university pathway.		TAG Kilimanjaro Revival Temple Child and Youth Development Centre											Moshi														Ron Swai	Senior Pastor, Kilimanjaro Revival Temple Church	confirmed	website							Quoted in role by Daily News (Sept 2026); no contact route published.																				research_only		welfare_customer	WCON_tag_kilimanjaro_revival_temple_child_and_youth_developme			medium	Named individual in a professional role, as published in the press.																																			"[{""url"": ""https://dailynews.co.tz/centre-transforms-over-400-childrens-lives/"", ""title"": ""Centre transforms over 400 children's lives - Daily News"", ""source_date"": ""2026-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""children_served"", ""partner"", ""leaders"", ""latest_activity""], ""evidence_excerpt"": ""TAG Kilimanjaro Revival Temple centre in Moshi marks 20 years; 400+ children helped; Compassion university pathway.""}]"				
contact		Contact – Compassion International Tanzania	https://cit.or.tz/contact/		2026-09-22	2026-09-22	verified	official	HQ PAPU Tower, Sekei, Arusha; +255 776 700 511; info@tz.ci.org; media contact listed.	Directory also lists +255 27 254 4409.	Compassion International Tanzania											Sekei, Arusha														General enquiries	Head office	confirmed	email		info@tz.ci.org		+255776700511			Published on CIT's contact page (Mon–Fri 08:00–17:00).																				research_only		welfare_customer	WCON_compassion_international_general_enquiries			medium	Role email plus a mobile-format number published as the office line.																							"[""info@tz.ci.org""]"	"[""+255776700511""]"											"[{""url"": ""https://cit.or.tz/contact/"", ""title"": ""Contact – Compassion International Tanzania"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""media_contact""], ""evidence_excerpt"": ""HQ PAPU Tower, Sekei, Arusha; +255 776 700 511; info@tz.ci.org; media contact listed.""}, {""url"": ""https://cit.or.tz/contact/"", ""title"": ""Contact – Compassion International Tanzania"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""office hours""], ""evidence_excerpt"": ""Office at PAPU Tower, Golf Course, Sekei, Moshi–Arusha Road, P.O. Box 3064 Arusha; info@tz.ci.org; +255 776 700 511.""}]"	role	office		
contact		Contact – Compassion International Tanzania	https://cit.or.tz/contact/		2026-09-22	2026-09-22	verified	official	HQ PAPU Tower, Sekei, Arusha; +255 776 700 511; info@tz.ci.org; media contact listed.	Media route; use the general desk for partnerships.	Compassion International Tanzania											Sekei, Arusha														Melkizedeck Karol	Senior Public Relations Specialist (media contact)	confirmed	email			mkarol@tz.ci.org				Published by CIT on its contact page as media contact.																				research_only		welfare_customer	WCON_compassion_international_melkizedeck_karol			medium	Named work email at the organisation's domain, published for contact.																							"[""mkarol@tz.ci.org""]"												"[{""url"": ""https://cit.or.tz/contact/"", ""title"": ""Contact – Compassion International Tanzania"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""media_contact""], ""evidence_excerpt"": ""HQ PAPU Tower, Sekei, Arusha; +255 776 700 511; info@tz.ci.org; media contact listed.""}, {""url"": ""https://cit.or.tz/contact/"", ""title"": ""Contact – Compassion International Tanzania"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""office hours""], ""evidence_excerpt"": ""Office at PAPU Tower, Golf Course, Sekei, Moshi–Arusha Road, P.O. Box 3064 Arusha; info@tz.ci.org; +255 776 700 511.""}]"	named			
contact		Hope Village Orphanage – Path To Africa	https://www.pathtoafrica.org/hope_village_orphanage		2026-09-22	2026-09-22	needs_review	official	Founded February 2011 in Moshi; eight residents aged 15–20; education incl. further study.		Hope Village for Orphaned and Vulnerable Children	pathtoafrica.org										Moshi														Ceccyliah Fadhili	Founder / Director	confirmed	email		info@pathtoafrica.org			+255787225908		Founder named by Path To Africa; routes are Path To Africa's published contacts.																				research_only		welfare_customer	WCON_hope_village_for_orphaned_and_vulnerable_children_ceccyl			medium	Named individual in a role; mobile published as organisational line.																							"[""info@pathtoafrica.org""]"	"[""+255787225908""]"											"[{""url"": ""https://www.pathtoafrica.org/hope_village_orphanage"", ""title"": ""Hope Village Orphanage – Path To Africa"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""founder"", ""children_served"", ""age_range"", ""contacts""], ""evidence_excerpt"": ""Founded February 2011 in Moshi; eight residents aged 15–20; education incl. further study.""}, {""url"": ""https://www.pathtoafrica.org/contact"", ""title"": ""Contact – Path To Africa"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email""], ""evidence_excerpt"": ""P.O. Box 593 Moshi; +255 787 225 908; info@pathtoafrica.org.""}]"	role	unknown		
contact		Contact Us – Treasures of Africa	https://www.treasuresofafrica.org/contact-us		2026-09-22	2026-09-22	needs_review	official	US contact: PO Box 745, Forest, Virginia; phone 434.849.7967.		Treasures of Africa KIDZ Project	treasuresofafrica.org										Moshi														Warren Oberst	Director (per 2021 photo caption)	unknown	phone				+14348497967			Named as director in a 2021 Altezza Travel article; US office phone on TOA site.																				research_only		welfare_customer	WCON_treasures_of_africa_kidz_project_warren_oberst			medium	Named individual in a role from a third-party article; role may be outdated.																								"[""+14348497967""]"											"[{""url"": ""https://altezzatravel.com/articles/treasures-of-africa"", ""title"": ""Treasures of Africa Children's home in Moshi – Altezza Travel"", ""source_date"": ""2021-09-11"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""director"", ""visits""], ""evidence_excerpt"": ""Tour firm article: home run by an American couple; travellers encouraged to visit with supplies.""}, {""url"": ""https://www.treasuresofafrica.org/contact-us"", ""title"": ""Contact Us – Treasures of Africa"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone""], ""evidence_excerpt"": ""US contact: PO Box 745, Forest, Virginia; phone 434.849.7967.""}]"		office		
contact		Child Hope Development Organization	https://childhopetz.org/	2024-07-01	2026-09-22	2026-09-22	needs_review	official	Founded 2013; HQ TPC Moshi, P.O. Box 1773; programmes in Moshi rural areas and Serengeti.		Child Hope Development Organization	childhopetz.org										TPC (Moshi Rural)														Pastor Emmanuel Maro	Founder	confirmed	email		info@childhopetz.org			+255755904633		Founder named on organisation website, which publishes these contacts.																				research_only		welfare_customer	WCON_child_hope_development_pastor_emmanuel_maro			medium	Named individual in a role; mobile published as organisational line.																							"[""info@childhopetz.org""]"	"[""+255755904633""]"											"[{""url"": ""https://childhopetz.org/"", ""title"": ""Child Hope Development Organization"", ""source_date"": ""2024-07"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""founder"", ""location"", ""contacts"", ""latest_activity""], ""evidence_excerpt"": ""Founded 2013; HQ TPC Moshi, P.O. Box 1773; programmes in Moshi rural areas and Serengeti.""}]"	role	unknown		
contact		Kilimanjaro Childlight Foundation	https://www.kilimanjarochildlight.org/		2026-09-22	2026-09-22	verified	official	Ushirika Street, Uru Ave, Moshi; P.O. Box 952; volunteers welcomed.		Kilimanjaro Childlight Foundation	kilimanjarochildlight.org										Moshi														General enquiries	Organisation desk	confirmed	email		info@kilimanjarochildlight.org			+255754200595		Published on the foundation's website.																				research_only		welfare_customer	WCON_kilimanjaro_childlight_foundation_general_enquiries			medium	Mobile published as organisational line.																							"[""info@kilimanjarochildlight.org""]"	"[""+255754200595""]"											"[{""url"": ""https://www.kilimanjarochildlight.org/"", ""title"": ""Kilimanjaro Childlight Foundation"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""contacts""], ""evidence_excerpt"": ""Ushirika Street, Uru Ave, Moshi; P.O. Box 952; volunteers welcomed.""}, {""url"": ""https://www.kilimanjarochildlight.org/about-us/"", ""title"": ""About Us – Kilimanjaro Childlight Foundation"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""registration"", ""services""], ""evidence_excerpt"": ""Founded 2014, renamed 2015; NGO reg. 00NGO/00007950; outreach, education, health, renovation projects.""}]"	role	unknown		
contact		Contact – Halima Orphanage	https://halimaorphanage.org/contact		2026-09-22	2026-09-22	needs_review	official	Mlandege Street, Pasua Bomambuzi, Moshi; WhatsApp +255 613 348 240.		Halima Orphanage Center	halimaorphanage.org										Pasua (Bomambuzi)														General enquiries	Organisation desk	confirmed	email		hello@halimaorphanage.org			+255613348240		Published on Halima's contact page.																				research_only		welfare_customer	WCON_halima_orphanage_centre_general_enquiries			medium	WhatsApp mobile published as organisational line.																							"[""hello@halimaorphanage.org""]"	"[""+255613348240""]"											"[{""url"": ""https://halimaorphanage.org/contact"", ""title"": ""Contact – Halima Orphanage"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email""], ""evidence_excerpt"": ""Mlandege Street, Pasua Bomambuzi, Moshi; WhatsApp +255 613 348 240.""}]"	role	whatsapp		
contact		About Kili Vikings – Trusted Kilimanjaro Tour Operators	https://kilivikings.com/about-us/		2026-09-22	2026-09-22	verified	official	Says a portion of profits goes to Kilimanjaro-region orphanages, supporting over 200 children; none named.		Kili Vikings Limited	kilivikings.com																								Company office	General enquiries	confirmed	email		info@kilivikings.com			+255769654036		Published on Kili Vikings' about and contact pages.																				research_only		welfare_customer	WCON_kili_vikings_office			medium	Mobile published as company line.																							"[""info@kilivikings.com""]"	"[""+255769654036""]"											"[{""url"": ""https://kilivikings.com/about-us/"", ""title"": ""About Kili Vikings – Trusted Kilimanjaro Tour Operators"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""csr_claim"", ""phone"", ""email""], ""evidence_excerpt"": ""Says a portion of profits goes to Kilimanjaro-region orphanages, supporting over 200 children; none named.""}, {""url"": ""https://kilivikings.com/contact-us/"", ""title"": ""Contact Kilivikings"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""phone"", ""email""], ""evidence_excerpt"": ""Contact page: +255769654036, info@kilivikings.com; no charity projects named.""}]"	role	unknown		
contact		Compassion International supports 123,000 Tanzanians from vulnerable families – Daily News	https://dailynews.co.tz/compassion-international-supports-123000-tanzanians-from-vulnerable-families/	2026-03-25	2026-09-22	2026-09-22	verified	published	Forum in Arusha for Mount Kilimanjaro and Ngorongoro zones; 123,000 children and youth reached in 2025/26; Country Director quoted.	Role as of March 2026 article. | Decision-maker	Compassion International Tanzania											Sekei, Arusha														Mary Lema	Country Director	confirmed	website						https://cit.or.tz/who-we-are/governance-leadership/	Role reported by Daily News (25 Mar 2026); no direct contact route published.																				research_only		welfare_customer	WCON_compassion_international_mary_lema			medium	Named individual in a professional role as reported by a reputable news source.																																			"[{""url"": ""https://dailynews.co.tz/compassion-international-supports-123000-tanzanians-from-vulnerable-families/"", ""title"": ""Compassion International supports 123,000 Tanzanians from vulnerable families – Daily News"", ""source_date"": ""2026-03-25"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""activity"", ""Arusha forum"", ""country director""], ""evidence_excerpt"": ""Forum in Arusha for Mount Kilimanjaro and Ngorongoro zones; 123,000 children and youth reached in 2025/26; Country Director quoted.""}, {""url"": ""https://cit.or.tz/who-we-are/governance-leadership/"", ""title"": """", ""source_date"": """", ""accessed_on"": ""2026-09-23"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""role""], ""evidence_excerpt"": ""Mary Lema / National Director and Board Secretary""}]"		unknown		
contact		Contact – Selfless Solutions	https://selflesssolutions.org/contact/		2026-09-22	2026-09-22	verified	official	Tanzania office: 28 Ndarvoi Street, Arusha, PO Box 1838; phone +255 773 019 901; US office in Altoona, Pennsylvania.		Selfless Solutions	selflesssolutions.org										Arusha office; programme in Sing'isi village															Tanzania office and sponsorship enquiries	confirmed	email		karibu@selflesssolutions.org			+255773019901		Published by Selfless Solutions on its Contact and Sponsor pages.																				research_only		welfare_customer	WCON_selfless_solutions_office_and_sponsorship_enquiries			medium	Role mailboxes at own domain plus a mobile the organisation publishes as its office line.																							"[""karibu@selflesssolutions.org"", ""sponsor@selflesssolutions.org""]"	"[""+255773019901""]"											"[{""url"": ""https://selflesssolutions.org/contact/"", ""title"": ""Contact – Selfless Solutions"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email""], ""evidence_excerpt"": ""Tanzania office: 28 Ndarvoi Street, Arusha, PO Box 1838; phone +255 773 019 901; US office in Altoona, Pennsylvania.""}, {""url"": ""https://selflesssolutions.org/get-involved/sponsor-a-child/"", ""title"": ""Sponsor a child – Selfless Solutions"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""programme"", ""location"", ""school used"", ""children"", ""cost"", ""registration"", ""email""], ""evidence_excerpt"": ""Sing'isi village children go from Selfless Nursery School to Renea, a private primary; 225+ students; $1–$3/day; 90/10 cost-sharing.""}]"	role	mobile		
contact		Selfless Solutions – MIT Solve	https://solve.mit.edu/solutions/90962	2025-01-01	2026-09-22	2026-09-22	verified	public_profile	Founded Jan 2019; registered in Tanzania, Denmark and US; grant-based funding; E-Shuleni pilot at Sing'isi Public Primary from Jan 2024.		Selfless Solutions	selflesssolutions.org										Arusha office; programme in Sing'isi village														Patrick Irwin	Founder and Executive Director	confirmed	website						https://solve.mit.edu/solutions/90962	Role listed in the organisation's MIT Solve profile (Jan 2025); no personal contact route recorded.																				research_only		welfare_customer	WCON_selfless_solutions_patrick_irwin			medium	Named individual in a professional role on the organisation's own profile.																																			"[{""url"": ""https://solve.mit.edu/solutions/90962"", ""title"": ""Selfless Solutions – MIT Solve"", ""source_date"": ""2025-01"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""public_profile"", ""fetched"": true, ""facts_supported"": [""registration"", ""team roles"", ""funding model"", ""programmes""], ""evidence_excerpt"": ""Founded Jan 2019; registered in Tanzania, Denmark and US; grant-based funding; E-Shuleni pilot at Sing'isi Public Primary from Jan 2024.""}]"				
contact		Selfless Solutions – MIT Solve	https://solve.mit.edu/solutions/90962	2025-01-01	2026-09-22	2026-09-22	needs_review	public_profile	Founded Jan 2019; registered in Tanzania, Denmark and US; grant-based funding; E-Shuleni pilot at Sing'isi Public Primary from Jan 2024.	Role dated Jan 2025; confirm current.	Selfless Solutions	selflesssolutions.org										Arusha office; programme in Sing'isi village														Raymond Mshomba	Program Manager, Tanzania	confirmed	website						https://solve.mit.edu/solutions/90962	Role listed in the organisation's MIT Solve profile (Jan 2025); no personal contact route recorded.																				research_only		welfare_customer	WCON_selfless_solutions_raymond_mshomba			medium	Named individual in a professional role on the organisation's own profile.																																			"[{""url"": ""https://solve.mit.edu/solutions/90962"", ""title"": ""Selfless Solutions – MIT Solve"", ""source_date"": ""2025-01"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""public_profile"", ""fetched"": true, ""facts_supported"": [""registration"", ""team roles"", ""funding model"", ""programmes""], ""evidence_excerpt"": ""Founded Jan 2019; registered in Tanzania, Denmark and US; grant-based funding; E-Shuleni pilot at Sing'isi Public Primary from Jan 2024.""}]"				
contact		Contact Us – The Foundation For Tomorrow	https://thefoundationfortomorrow.org/contact-us/		2026-09-22	2026-09-22	verified	official	Learning Centre at Magadirisho, Ndurumanga, Usa River, Arumeru; PO Box 119 Duluti; info@thefoundationfortomorrow.org; email preferred.	Tanzania learning centre in Usa River; mailing address P.O. Box 119, Duluti.	The Foundation For Tomorrow	thefoundationfortomorrow.org										Magadirisho, Ndurumanga, Usa River															General enquiries (email preferred)	confirmed	email		info@thefoundationfortomorrow.org		+17043408969			Published by TFFT on its Contact Us and Sponsorship pages.																				research_only		welfare_customer	WCON_foundation_for_tomorrow_general_enquiries			low	Generic role mailbox at own domain and US office phone.																							"[""info@thefoundationfortomorrow.org""]"	"[""+17043408969""]"											"[{""url"": ""https://thefoundationfortomorrow.org/contact-us/"", ""title"": ""Contact Us – The Foundation For Tomorrow"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""email"", ""phone""], ""evidence_excerpt"": ""Learning Centre at Magadirisho, Ndurumanga, Usa River, Arumeru; PO Box 119 Duluti; info@thefoundationfortomorrow.org; email preferred.""}, {""url"": ""https://thefoundationfortomorrow.org/sponsorship/"", ""title"": ""Sponsor a Scholar – The Foundation For Tomorrow"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""children"", ""cost""], ""evidence_excerpt"": ""98 children in the scholarship programme; $2,250 per scholar per year ($187.50 monthly).""}, {""url"": ""https://thefoundationfortomorrow.org/contact-us/"", ""title"": ""Contact Us - The Foundation For Tomorrow"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""address"", ""email"", ""phone""], ""evidence_excerpt"": ""Tanzania office: TFFT Learning Centre, Magadirisho, Ndurumanga, Usa River, Arumeru; PO Box 119 Duluti; info@ email preferred.""}]"	role	office		
